report_date,postcode,location_name,annual_consumption_in_kWh,market,ranking,currency,gross_price_per_month
2024-01-01,81539,München,1000.0,Non-Bonus,12,EUR,35.12833333333334
2024-01-01,81539,München,1000.0,Non-Bonus,14,EUR,35.291666666666664
2024-01-01,81539,München,1000.0,Non-Bonus,47,EUR,38.2325
2024-01-01,10115,Berlin,5000.0,Non-Bonus,22,EUR,142.2125
2024-01-01,10115,Berlin,4000.0,Non-Bonus,17,EUR,113.44666666666666
2024-01-01,81539,München,4000.0,Non-Bonus,9,EUR,106.08666666666666
2024-01-01,10115,Berlin,1500.0,Bonus,20,EUR,43.39083333333334
2024-01-01,81539,München,1500.0,Bonus,6,EUR,38.54416666666666
2024-01-01,10115,Berlin,2500.0,Non-Bonus,6,EUR,70.35916666666667
2024-01-01,10115,Berlin,2500.0,Non-Bonus,37,EUR,77.57833333333333
2024-01-01,81539,München,2500.0,Non-Bonus,4,EUR,66.51333333333334
2024-01-01,81539,München,2500.0,Non-Bonus,40,EUR,76.28666666666668
2024-01-01,81539,München,3500.0,Non-Bonus,26,EUR,99.56
2024-01-01,10115,Berlin,1000.0,Bonus,5,EUR,29.915833333333335
2024-01-01,10115,Berlin,1000.0,Bonus,12,EUR,31.295
2024-01-01,10115,Berlin,1000.0,Bonus,15,EUR,32.17
2024-01-01,10115,Berlin,1000.0,Bonus,24,EUR,33.7475
2024-01-01,10115,Berlin,1000.0,Bonus,26,EUR,33.97666666666667
2024-01-01,81539,München,1000.0,Bonus,28,EUR,33.8275
2024-01-01,81539,München,1000.0,Bonus,35,EUR,35.14083333333333
2024-01-01,10115,Berlin,3000.0,Non-Bonus,6,EUR,82.45916666666666
2024-01-01,10115,Berlin,3000.0,Non-Bonus,15,EUR,86.10583333333334
2024-01-01,10115,Berlin,3000.0,Non-Bonus,28,EUR,90.2625
2024-01-01,10115,Berlin,2000.0,Non-Bonus,40,EUR,64.78750000000001
2024-01-01,10115,Berlin,2000.0,Non-Bonus,43,EUR,65.02166666666666
2024-01-01,81539,München,2000.0,Non-Bonus,49,EUR,64.92166666666667
2024-01-01,10115,Berlin,1500.0,Non-Bonus,28,EUR,50.237500000000004
2024-01-01,10115,Berlin,1500.0,Non-Bonus,32,EUR,50.3375
2024-01-01,10115,Berlin,4500.0,Non-Bonus,29,EUR,130.68166666666667
2024-01-01,10115,Berlin,4500.0,Non-Bonus,41,EUR,132.75416666666666
2024-01-01,10115,Berlin,1000.0,Non-Bonus,1,EUR,29.1675
2024-01-01,10115,Berlin,1000.0,Non-Bonus,13,EUR,36.175000000000004
2024-01-01,81539,München,1000.0,Non-Bonus,30,EUR,37.274166666666666
2024-01-01,81539,München,1000.0,Non-Bonus,45,EUR,38.149166666666666
2024-01-01,81539,München,1000.0,Non-Bonus,49,EUR,38.415
2024-01-01,10115,Berlin,5000.0,Non-Bonus,26,EUR,143.49583333333334
2024-01-01,10115,Berlin,5000.0,Non-Bonus,33,EUR,145.30333333333334
2024-01-01,81539,München,5000.0,Non-Bonus,40,EUR,142.44083333333333
2024-01-01,10115,Berlin,4250.0,Non-Bonus,16,EUR,118.65249999999999
2024-01-01,81539,München,4250.0,Non-Bonus,17,EUR,114.39166666666667
2024-01-01,81539,München,4000.0,Non-Bonus,31,EUR,113.24833333333333
2024-01-01,81539,München,2500.0,Non-Bonus,42,EUR,76.29583333333333
2024-01-01,10115,Berlin,3500.0,Non-Bonus,12,EUR,96.66916666666667
2024-01-01,81539,München,3500.0,Non-Bonus,6,EUR,90.87416666666667
2024-01-01,10115,Berlin,1000.0,Bonus,3,EUR,29.875
2024-01-01,10115,Berlin,1000.0,Bonus,37,EUR,36.568333333333335
2024-01-01,81539,München,1000.0,Bonus,6,EUR,29.497500000000002
2024-01-01,81539,München,1000.0,Bonus,10,EUR,29.775000000000002
2024-01-01,81539,München,1000.0,Bonus,13,EUR,30.503333333333334
2024-01-01,81539,München,1000.0,Bonus,19,EUR,32.19916666666666
2024-01-01,81539,München,1000.0,Bonus,24,EUR,33.1675
2024-01-01,81539,München,1000.0,Bonus,50,EUR,37.274166666666666
2024-01-01,10115,Berlin,3000.0,Non-Bonus,32,EUR,90.58999999999999
2024-01-01,81539,München,3000.0,Non-Bonus,18,EUR,84.49
2024-01-01,10115,Berlin,2000.0,Non-Bonus,3,EUR,51.70666666666667
2024-01-01,10115,Berlin,1500.0,Non-Bonus,3,EUR,42.2425
2024-01-01,10115,Berlin,1500.0,Non-Bonus,19,EUR,49.48500000000001
2024-01-01,10115,Berlin,1500.0,Non-Bonus,44,EUR,51.72083333333333
2024-01-01,81539,München,1500.0,Non-Bonus,6,EUR,44.22666666666667
2024-01-01,81539,München,1500.0,Non-Bonus,12,EUR,46.82583333333333
2024-01-01,81539,München,1500.0,Non-Bonus,21,EUR,48.354166666666664
2024-01-01,10115,Berlin,4500.0,Non-Bonus,32,EUR,131.445
2024-01-01,10115,Berlin,4500.0,Non-Bonus,38,EUR,132.6625
2024-01-01,81539,München,4500.0,Non-Bonus,5,EUR,113.30666666666667
2024-01-01,81539,München,4500.0,Non-Bonus,14,EUR,120.35000000000001
2024-01-01,81539,München,4500.0,Non-Bonus,44,EUR,129.72
2024-01-01,10115,Berlin,1000.0,Non-Bonus,41,EUR,38.225
2024-01-01,10115,Berlin,1000.0,Non-Bonus,43,EUR,38.344166666666666
2024-01-01,81539,München,1000.0,Non-Bonus,17,EUR,35.935833333333335
2024-01-01,10115,Berlin,5000.0,Non-Bonus,25,EUR,143.49333333333334
2024-01-01,10115,Berlin,5000.0,Non-Bonus,35,EUR,145.795
2024-01-01,81539,München,5000.0,Non-Bonus,37,EUR,141.745
2024-01-01,81539,München,5000.0,Non-Bonus,44,EUR,142.745
2024-01-01,10115,Berlin,4250.0,Non-Bonus,3,EUR,94.295
2024-01-01,10115,Berlin,4250.0,Non-Bonus,7,EUR,114.94333333333333
2024-01-01,81539,München,4250.0,Non-Bonus,40,EUR,122.64416666666666
2024-01-01,10115,Berlin,4000.0,Non-Bonus,9,EUR,109.04
2024-01-01,10115,Berlin,4000.0,Non-Bonus,26,EUR,116.87666666666667
2024-01-01,10115,Berlin,4000.0,Non-Bonus,27,EUR,116.87916666666666
2024-01-01,81539,München,4000.0,Non-Bonus,14,EUR,108.08083333333333
2024-01-01,81539,München,4000.0,Non-Bonus,23,EUR,111.06666666666666
2024-01-01,81539,München,4000.0,Non-Bonus,27,EUR,112.74583333333334
2024-01-01,10115,Berlin,1500.0,Bonus,9,EUR,39.32
2024-01-01,81539,München,1500.0,Bonus,10,EUR,38.62166666666666
2024-01-01,81539,München,1500.0,Bonus,24,EUR,43.262499999999996
2024-01-01,81539,München,1500.0,Bonus,25,EUR,43.59
2024-01-01,81539,München,1500.0,Bonus,38,EUR,46.82583333333333
2024-01-01,81539,München,1500.0,Bonus,40,EUR,47.028333333333336
2024-01-01,81539,München,1500.0,Bonus,43,EUR,47.844166666666666
2024-01-01,10115,Berlin,3500.0,Non-Bonus,8,EUR,94.70083333333334
2024-01-01,10115,Berlin,3500.0,Non-Bonus,42,EUR,105.68666666666667
2024-01-01,10115,Berlin,3500.0,Non-Bonus,48,EUR,106.6125
2024-01-01,81539,München,3500.0,Non-Bonus,49,EUR,104.08749999999999
2024-01-01,10115,Berlin,1000.0,Bonus,23,EUR,33.73416666666667
2024-01-01,10115,Berlin,1000.0,Bonus,40,EUR,36.766666666666666
2024-01-01,10115,Berlin,1000.0,Bonus,47,EUR,37.02916666666667
2024-01-01,10115,Berlin,3000.0,Non-Bonus,33,EUR,90.7
2024-01-01,10115,Berlin,2000.0,Non-Bonus,8,EUR,58.403333333333336
2024-01-01,10115,Berlin,2000.0,Non-Bonus,20,EUR,62.324999999999996
2024-01-01,10115,Berlin,2000.0,Non-Bonus,21,EUR,63.07666666666666
2024-01-01,81539,München,2000.0,Non-Bonus,1,EUR,44.42166666666666
2024-01-01,81539,München,2000.0,Non-Bonus,12,EUR,57.314166666666665
2024-01-01,81539,München,2000.0,Non-Bonus,28,EUR,61.465833333333336
2024-01-01,81539,München,2000.0,Non-Bonus,34,EUR,62.800000000000004
2024-01-01,10115,Berlin,1500.0,Non-Bonus,8,EUR,46.58083333333334
2024-01-01,81539,München,1500.0,Non-Bonus,10,EUR,45.181666666666665
2024-01-01,81539,München,1500.0,Non-Bonus,13,EUR,46.884166666666665
2024-01-01,10115,Berlin,4500.0,Non-Bonus,6,EUR,118.8825
2024-01-01,10115,Berlin,4500.0,Non-Bonus,9,EUR,121.49916666666667
2024-01-01,10115,Berlin,4500.0,Non-Bonus,21,EUR,128.89833333333334
2024-01-01,10115,Berlin,4500.0,Non-Bonus,31,EUR,131.1625
2024-01-01,10115,Berlin,4500.0,Non-Bonus,33,EUR,131.625
2024-01-01,10115,Berlin,4500.0,Non-Bonus,50,EUR,134.32166666666666
2024-01-01,81539,München,4500.0,Non-Bonus,29,EUR,125.85166666666667
2024-01-01,10115,Berlin,1000.0,Non-Bonus,16,EUR,36.75
2024-01-01,10115,Berlin,1000.0,Non-Bonus,20,EUR,36.821666666666665
2024-01-01,81539,München,1000.0,Non-Bonus,4,EUR,32.1875
2024-01-01,81539,München,1000.0,Non-Bonus,39,EUR,37.780833333333334
2024-01-01,81539,München,1000.0,Non-Bonus,44,EUR,38.1325
2024-01-01,81539,München,5000.0,Non-Bonus,30,EUR,138.705
2024-01-01,10115,Berlin,4250.0,Non-Bonus,41,EUR,125.91416666666667
2024-01-01,81539,München,4250.0,Non-Bonus,31,EUR,119.62
2024-01-01,81539,München,4250.0,Non-Bonus,36,EUR,121.62583333333333
2024-01-01,10115,Berlin,4000.0,Non-Bonus,20,EUR,115.40416666666665
2024-01-01,81539,München,4000.0,Non-Bonus,11,EUR,106.8175
2024-01-01,81539,München,4000.0,Non-Bonus,12,EUR,108.03333333333335
2024-01-01,10115,Berlin,1500.0,Bonus,13,EUR,39.44583333333333
2024-01-01,10115,Berlin,1500.0,Bonus,18,EUR,43.37833333333333
2024-01-01,10115,Berlin,1500.0,Bonus,22,EUR,44.16833333333333
2024-01-01,10115,Berlin,1500.0,Bonus,50,EUR,49.48500000000001
2024-01-01,10115,Berlin,2500.0,Non-Bonus,17,EUR,74.6825
2024-01-01,10115,Berlin,2500.0,Non-Bonus,38,EUR,77.72916666666667
2024-01-01,10115,Berlin,2500.0,Non-Bonus,44,EUR,78.7825
2024-01-01,81539,München,2500.0,Non-Bonus,12,EUR,69.88916666666667
2024-01-01,81539,München,2500.0,Non-Bonus,47,EUR,77.47916666666667
2024-01-01,81539,München,3500.0,Non-Bonus,43,EUR,103.13916666666667
