report_date,postcode,location_name,annual_consumption_in_kWh,market,ranking,currency,gross_price_per_month
2024-01-08,10115,Berlin,2000.0,Non-Bonus,3,EUR,51.70666666666667
2024-01-08,10115,Berlin,2000.0,Non-Bonus,6,EUR,58.85666666666666
2024-01-08,10115,Berlin,2000.0,Non-Bonus,35,EUR,63.76499999999999
2024-01-08,10115,Berlin,2000.0,Non-Bonus,37,EUR,63.88333333333333
2024-01-08,10115,Berlin,2000.0,Non-Bonus,41,EUR,64.26
2024-01-08,81539,München,2000.0,Non-Bonus,6,EUR,56.10333333333333
2024-01-08,81539,München,2000.0,Non-Bonus,19,EUR,59.557500000000005
2024-01-08,10115,Berlin,1000.0,Bonus,9,EUR,29.958333333333332
2024-01-08,10115,Berlin,5000.0,Non-Bonus,27,EUR,142.5925
2024-01-08,81539,München,5000.0,Non-Bonus,5,EUR,125.64416666666666
2024-01-08,81539,München,4500.0,Non-Bonus,32,EUR,125.92750000000001
2024-01-08,81539,München,4500.0,Non-Bonus,40,EUR,127.9225
2024-01-08,10115,Berlin,1500.0,Non-Bonus,33,EUR,50.3375
2024-01-08,81539,München,1500.0,Non-Bonus,45,EUR,51.12583333333333
2024-01-08,10115,Berlin,1000.0,Non-Bonus,30,EUR,37.13333333333333
2024-01-08,81539,München,1000.0,Non-Bonus,34,EUR,37.39416666666667
2024-01-08,81539,München,1000.0,Non-Bonus,38,EUR,37.685
2024-01-08,81539,München,2000.0,Non-Bonus,2,EUR,47.862500000000004
2024-01-08,81539,München,2000.0,Non-Bonus,25,EUR,60.32833333333334
2024-01-08,10115,Berlin,1000.0,Bonus,50,EUR,36.94916666666666
2024-01-08,81539,München,1000.0,Bonus,27,EUR,33.8275
2024-01-08,81539,München,1000.0,Bonus,49,EUR,36.594166666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,33,EUR,143.7475
2024-01-08,81539,München,5000.0,Non-Bonus,9,EUR,130.69916666666668
2024-01-08,81539,München,5000.0,Non-Bonus,36,EUR,139.78666666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,26,EUR,129.01416666666668
2024-01-08,10115,Berlin,4500.0,Non-Bonus,44,EUR,132.30666666666667
2024-01-08,81539,München,4500.0,Non-Bonus,18,EUR,121.78500000000001
2024-01-08,81539,München,1500.0,Non-Bonus,15,EUR,46.95083333333333
2024-01-08,81539,München,1500.0,Non-Bonus,18,EUR,47.09916666666667
2024-01-08,81539,München,1500.0,Non-Bonus,48,EUR,51.29083333333333
2024-01-08,10115,Berlin,1000.0,Non-Bonus,9,EUR,34.65083333333333
2024-01-08,10115,Berlin,1000.0,Non-Bonus,10,EUR,34.73166666666666
2024-01-08,81539,München,1000.0,Non-Bonus,40,EUR,37.858333333333334
2024-01-08,10115,Berlin,2000.0,Non-Bonus,7,EUR,59.501666666666665
2024-01-08,10115,Berlin,2000.0,Non-Bonus,12,EUR,60.080000000000005
2024-01-08,10115,Berlin,2000.0,Non-Bonus,23,EUR,62.028333333333336
2024-01-08,81539,München,2000.0,Non-Bonus,23,EUR,60.14833333333333
2024-01-08,81539,München,2000.0,Non-Bonus,31,EUR,62.06333333333333
2024-01-08,10115,Berlin,1000.0,Bonus,1,EUR,29.1675
2024-01-08,10115,Berlin,1000.0,Bonus,2,EUR,29.791666666666668
2024-01-08,10115,Berlin,1000.0,Bonus,6,EUR,29.87
2024-01-08,10115,Berlin,1000.0,Bonus,18,EUR,32.9975
2024-01-08,81539,München,1000.0,Bonus,34,EUR,34.48083333333333
2024-01-08,10115,Berlin,5000.0,Non-Bonus,28,EUR,143.07166666666666
2024-01-08,81539,München,5000.0,Non-Bonus,3,EUR,115.605
2024-01-08,10115,Berlin,4500.0,Non-Bonus,15,EUR,124.03333333333335
2024-01-08,10115,Berlin,4500.0,Non-Bonus,42,EUR,131.77166666666668
2024-01-08,81539,München,4500.0,Non-Bonus,6,EUR,116.52916666666665
2024-01-08,81539,München,4500.0,Non-Bonus,27,EUR,124.195
2024-01-08,81539,München,4500.0,Non-Bonus,33,EUR,125.99166666666667
2024-01-08,10115,Berlin,1500.0,Non-Bonus,40,EUR,50.64166666666667
2024-01-08,81539,München,1500.0,Non-Bonus,2,EUR,38.685833333333335
2024-01-08,81539,München,1500.0,Non-Bonus,29,EUR,49.385
2024-01-08,81539,München,1500.0,Non-Bonus,35,EUR,50.01166666666666
2024-01-08,81539,München,1000.0,Non-Bonus,3,EUR,31.770833333333332
2024-01-08,81539,München,1000.0,Non-Bonus,37,EUR,37.55833333333333
2024-01-08,10115,Berlin,2000.0,Non-Bonus,11,EUR,60.041666666666664
2024-01-08,10115,Berlin,2000.0,Non-Bonus,27,EUR,63.26833333333334
2024-01-08,81539,München,2000.0,Non-Bonus,4,EUR,55.987500000000004
2024-01-08,10115,Berlin,1000.0,Bonus,14,EUR,32.17
2024-01-08,10115,Berlin,1000.0,Bonus,21,EUR,33.416666666666664
2024-01-08,10115,Berlin,1000.0,Bonus,24,EUR,33.78916666666667
2024-01-08,81539,München,1000.0,Bonus,2,EUR,29.4825
2024-01-08,10115,Berlin,5000.0,Non-Bonus,4,EUR,129.01583333333335
2024-01-08,10115,Berlin,5000.0,Non-Bonus,49,EUR,146.6225
2024-01-08,81539,München,5000.0,Non-Bonus,24,EUR,135.18166666666667
2024-01-08,10115,Berlin,4500.0,Non-Bonus,4,EUR,117.92916666666667
2024-01-08,81539,München,4500.0,Non-Bonus,3,EUR,103.755
2024-01-08,81539,München,4500.0,Non-Bonus,14,EUR,120.21
2024-01-08,10115,Berlin,1500.0,Non-Bonus,9,EUR,47.119166666666665
2024-01-08,81539,München,1500.0,Non-Bonus,6,EUR,43.975833333333334
2024-01-08,10115,Berlin,2000.0,Non-Bonus,18,EUR,61.12916666666666
2024-01-08,10115,Berlin,2000.0,Non-Bonus,25,EUR,62.53666666666667
2024-01-08,81539,München,2000.0,Non-Bonus,14,EUR,59.26
2024-01-08,81539,München,2000.0,Non-Bonus,47,EUR,64.61
2024-01-08,10115,Berlin,1000.0,Bonus,4,EUR,29.83666666666667
2024-01-08,10115,Berlin,1000.0,Bonus,48,EUR,36.9425
2024-01-08,81539,München,5000.0,Non-Bonus,15,EUR,132.70250000000001
2024-01-08,10115,Berlin,4500.0,Non-Bonus,14,EUR,122.89999999999999
2024-01-08,10115,Berlin,4500.0,Non-Bonus,28,EUR,129.4125
2024-01-08,10115,Berlin,4500.0,Non-Bonus,35,EUR,130.1875
2024-01-08,81539,München,4500.0,Non-Bonus,7,EUR,118.75333333333333
2024-01-08,81539,München,4500.0,Non-Bonus,19,EUR,121.89999999999999
2024-01-08,81539,München,1500.0,Non-Bonus,3,EUR,40.105
2024-01-08,10115,Berlin,1000.0,Non-Bonus,12,EUR,35.04
2024-01-08,10115,Berlin,1000.0,Non-Bonus,24,EUR,36.9425
2024-01-08,10115,Berlin,1000.0,Non-Bonus,25,EUR,36.94833333333333
2024-01-08,10115,Berlin,1000.0,Non-Bonus,28,EUR,37.08833333333333
2024-01-08,81539,München,1000.0,Non-Bonus,9,EUR,34.25
2024-01-08,81539,München,2000.0,Non-Bonus,43,EUR,63.943333333333335
2024-01-08,10115,Berlin,1000.0,Bonus,13,EUR,31.877499999999998
2024-01-08,10115,Berlin,1000.0,Bonus,27,EUR,34.07083333333333
2024-01-08,81539,München,1000.0,Bonus,6,EUR,29.522499999999997
2024-01-08,81539,München,1000.0,Bonus,37,EUR,34.90083333333333
2024-01-08,81539,München,1000.0,Bonus,44,EUR,35.97416666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,20,EUR,137.9425
2024-01-08,81539,München,5000.0,Non-Bonus,6,EUR,127.35000000000001
2024-01-08,81539,München,5000.0,Non-Bonus,31,EUR,138.55583333333334
2024-01-08,81539,München,5000.0,Non-Bonus,33,EUR,139.1175
2024-01-08,10115,Berlin,4500.0,Non-Bonus,1,EUR,96.25916666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,9,EUR,122.09416666666668
2024-01-08,10115,Berlin,1500.0,Non-Bonus,43,EUR,51.2575
2024-01-08,81539,München,1500.0,Non-Bonus,36,EUR,50.07916666666667
2024-01-08,81539,München,1500.0,Non-Bonus,37,EUR,50.096666666666664
2024-01-08,81539,München,1500.0,Non-Bonus,49,EUR,51.3125
2024-01-08,10115,Berlin,1000.0,Non-Bonus,22,EUR,36.791666666666664
2024-01-08,81539,München,1000.0,Non-Bonus,15,EUR,35.12833333333334
2024-01-08,81539,München,1000.0,Non-Bonus,29,EUR,36.8325
2024-01-08,10115,Berlin,2000.0,Non-Bonus,15,EUR,60.47416666666667
2024-01-08,10115,Berlin,2000.0,Non-Bonus,42,EUR,64.36
2024-01-08,10115,Berlin,2000.0,Non-Bonus,45,EUR,64.60000000000001
2024-01-08,81539,München,2000.0,Non-Bonus,17,EUR,59.550000000000004
2024-01-08,10115,Berlin,1000.0,Bonus,29,EUR,34.3075
2024-01-08,10115,Berlin,1000.0,Bonus,36,EUR,35.04
2024-01-08,81539,München,1000.0,Bonus,30,EUR,34.20166666666667
2024-01-08,81539,München,5000.0,Non-Bonus,1,EUR,102.78666666666668
2024-01-08,81539,München,5000.0,Non-Bonus,14,EUR,132.68
2024-01-08,81539,München,5000.0,Non-Bonus,42,EUR,141.37083333333334
2024-01-08,10115,Berlin,4500.0,Non-Bonus,8,EUR,121.44416666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,18,EUR,125.03166666666668
2024-01-08,10115,Berlin,4500.0,Non-Bonus,29,EUR,129.6175
2024-01-08,81539,München,4500.0,Non-Bonus,15,EUR,120.44583333333333
2024-01-08,81539,München,4500.0,Non-Bonus,38,EUR,127.33583333333333
2024-01-08,10115,Berlin,1500.0,Non-Bonus,10,EUR,47.218333333333334
2024-01-08,10115,Berlin,1500.0,Non-Bonus,38,EUR,50.487500000000004
2024-01-08,10115,Berlin,1000.0,Non-Bonus,35,EUR,37.541666666666664
2024-01-08,10115,Berlin,1000.0,Non-Bonus,47,EUR,38.43
2024-01-08,81539,München,1000.0,Non-Bonus,17,EUR,35.935833333333335
2024-01-08,81539,München,1000.0,Non-Bonus,44,EUR,38.1225
2024-01-08,10115,Berlin,2000.0,Non-Bonus,10,EUR,59.54833333333334
2024-01-08,10115,Berlin,2000.0,Non-Bonus,17,EUR,60.93666666666667
2024-01-08,10115,Berlin,2000.0,Non-Bonus,30,EUR,63.550000000000004
2024-01-08,81539,München,2000.0,Non-Bonus,3,EUR,48.43833333333333
2024-01-08,81539,München,1000.0,Bonus,20,EUR,32.82333333333333
2024-01-08,10115,Berlin,5000.0,Non-Bonus,32,EUR,143.49583333333334
2024-01-08,10115,Berlin,4500.0,Non-Bonus,22,EUR,127.36500000000001
2024-01-08,10115,Berlin,1500.0,Non-Bonus,46,EUR,51.458333333333336
2024-01-08,10115,Berlin,1000.0,Non-Bonus,15,EUR,36.550000000000004
2024-01-08,10115,Berlin,1000.0,Non-Bonus,46,EUR,38.36666666666667
2024-01-08,10115,Berlin,1000.0,Non-Bonus,48,EUR,38.449999999999996
2024-01-08,81539,München,2000.0,Non-Bonus,46,EUR,64.5
2024-01-08,10115,Berlin,1000.0,Bonus,19,EUR,33.001666666666665
2024-01-08,10115,Berlin,5000.0,Non-Bonus,35,EUR,144.025
2024-01-08,10115,Berlin,5000.0,Non-Bonus,44,EUR,146.21666666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,50,EUR,146.77916666666667
2024-01-08,81539,München,5000.0,Non-Bonus,8,EUR,130.04166666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,31,EUR,129.79999999999998
2024-01-08,81539,München,4500.0,Non-Bonus,49,EUR,130.16916666666665
2024-01-08,10115,Berlin,1500.0,Non-Bonus,32,EUR,50.335
2024-01-08,10115,Berlin,1500.0,Non-Bonus,39,EUR,50.555
2024-01-08,10115,Berlin,1000.0,Non-Bonus,33,EUR,37.495
2024-01-08,10115,Berlin,1000.0,Non-Bonus,37,EUR,37.737500000000004
2024-01-08,10115,Berlin,1000.0,Non-Bonus,39,EUR,37.7825
2024-01-08,81539,München,1000.0,Non-Bonus,28,EUR,36.733333333333334
2024-01-08,81539,München,1000.0,Non-Bonus,33,EUR,37.31583333333334
2024-01-08,81539,München,1000.0,Non-Bonus,35,EUR,37.485
2024-01-08,81539,München,1000.0,Non-Bonus,39,EUR,37.82333333333333
2024-01-08,10115,Berlin,2000.0,Non-Bonus,2,EUR,48.43833333333333
2024-01-08,81539,München,2000.0,Non-Bonus,28,EUR,61.086666666666666
2024-01-08,81539,München,2000.0,Non-Bonus,36,EUR,62.800000000000004
2024-01-08,10115,Berlin,1000.0,Bonus,28,EUR,34.28333333333333
2024-01-08,81539,München,1000.0,Bonus,23,EUR,33.21666666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,10,EUR,133.99416666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,15,EUR,136.71666666666667
2024-01-08,81539,München,5000.0,Non-Bonus,10,EUR,130.75
2024-01-08,81539,München,5000.0,Non-Bonus,19,EUR,134.28916666666666
2024-01-08,81539,München,4500.0,Non-Bonus,5,EUR,115.69749999999999
2024-01-08,81539,München,4500.0,Non-Bonus,23,EUR,122.57833333333333
2024-01-08,81539,München,4500.0,Non-Bonus,31,EUR,125.85166666666667
2024-01-08,81539,München,1500.0,Non-Bonus,4,EUR,43.87916666666666
2024-01-08,81539,München,1500.0,Non-Bonus,11,EUR,46.82
2024-01-08,10115,Berlin,1000.0,Non-Bonus,32,EUR,37.3575
2024-01-08,10115,Berlin,1000.0,Non-Bonus,34,EUR,37.5325
2024-01-08,81539,München,1000.0,Non-Bonus,1,EUR,29.4825
2024-01-08,81539,München,1000.0,Non-Bonus,11,EUR,34.516666666666666
2024-01-08,81539,München,1000.0,Non-Bonus,45,EUR,38.1325
2024-01-08,10115,Berlin,2000.0,Non-Bonus,40,EUR,64.18333333333334
2024-01-08,10115,Berlin,1000.0,Bonus,20,EUR,33.02583333333333
2024-01-08,81539,München,1000.0,Bonus,40,EUR,35.14083333333333
2024-01-08,10115,Berlin,5000.0,Non-Bonus,2,EUR,108.49166666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,36,EUR,144.035
2024-01-08,10115,Berlin,5000.0,Non-Bonus,40,EUR,145.02166666666668
2024-01-08,10115,Berlin,5000.0,Non-Bonus,42,EUR,145.94833333333335
2024-01-08,81539,München,5000.0,Non-Bonus,21,EUR,134.45833333333334
2024-01-08,81539,München,5000.0,Non-Bonus,27,EUR,137.19916666666668
2024-01-08,10115,Berlin,4500.0,Non-Bonus,38,EUR,130.76
2024-01-08,10115,Berlin,4500.0,Non-Bonus,40,EUR,131.5325
2024-01-08,10115,Berlin,4500.0,Non-Bonus,48,EUR,132.805
2024-01-08,10115,Berlin,4500.0,Non-Bonus,49,EUR,132.81416666666667
2024-01-08,81539,München,1500.0,Non-Bonus,25,EUR,48.87833333333333
2024-01-08,81539,München,1500.0,Non-Bonus,40,EUR,50.7475
2024-01-08,10115,Berlin,1000.0,Non-Bonus,19,EUR,36.70166666666667
2024-01-08,81539,München,1000.0,Non-Bonus,22,EUR,36.455
2024-01-08,81539,München,1000.0,Non-Bonus,43,EUR,38.05833333333333
2024-01-08,81539,München,2000.0,Non-Bonus,44,EUR,64.24583333333334
2024-01-08,81539,München,1000.0,Bonus,41,EUR,35.14833333333333
2024-01-08,81539,München,1000.0,Bonus,50,EUR,36.59666666666667
2024-01-08,10115,Berlin,5000.0,Non-Bonus,34,EUR,143.7675
2024-01-08,10115,Berlin,5000.0,Non-Bonus,48,EUR,146.61249999999998
2024-01-08,81539,München,5000.0,Non-Bonus,4,EUR,124.66083333333334
2024-01-08,81539,München,4500.0,Non-Bonus,13,EUR,120.08749999999999
2024-01-08,81539,München,4500.0,Non-Bonus,36,EUR,126.67
2024-01-08,81539,München,1000.0,Non-Bonus,4,EUR,31.985833333333332
2024-01-08,10115,Berlin,1000.0,Bonus,43,EUR,36.568333333333335
2024-01-08,81539,München,1000.0,Bonus,12,EUR,31.691666666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,39,EUR,144.65
2024-01-08,10115,Berlin,4500.0,Non-Bonus,3,EUR,105.77999999999999
2024-01-08,10115,Berlin,4500.0,Non-Bonus,19,EUR,125.125
2024-01-08,10115,Berlin,4500.0,Non-Bonus,21,EUR,126.39
2024-01-08,81539,München,4500.0,Non-Bonus,12,EUR,120.04583333333333
2024-01-08,81539,München,4500.0,Non-Bonus,22,EUR,122.56916666666666
2024-01-08,81539,München,4500.0,Non-Bonus,29,EUR,125.22000000000001
2024-01-08,10115,Berlin,1500.0,Non-Bonus,20,EUR,49.49583333333334
2024-01-08,10115,Berlin,1500.0,Non-Bonus,26,EUR,49.98
2024-01-08,10115,Berlin,1500.0,Non-Bonus,29,EUR,50.137499999999996
2024-01-08,10115,Berlin,1500.0,Non-Bonus,47,EUR,51.5925
2024-01-08,81539,München,1500.0,Non-Bonus,22,EUR,47.97
2024-01-08,81539,München,1500.0,Non-Bonus,28,EUR,49.330000000000005
2024-01-08,81539,München,1500.0,Non-Bonus,47,EUR,51.26499999999999
2024-01-08,81539,München,2000.0,Non-Bonus,34,EUR,62.33083333333334
2024-01-08,10115,Berlin,1000.0,Bonus,15,EUR,32.611666666666665
2024-01-08,81539,München,1000.0,Bonus,7,EUR,29.526666666666667
2024-01-08,81539,München,1000.0,Bonus,11,EUR,31.135
2024-01-08,81539,München,1000.0,Bonus,13,EUR,31.69333333333333
2024-01-08,81539,München,1000.0,Bonus,36,EUR,34.545
2024-01-08,10115,Berlin,5000.0,Non-Bonus,3,EUR,117.64666666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,9,EUR,133.83166666666668
2024-01-08,10115,Berlin,5000.0,Non-Bonus,12,EUR,135.27083333333334
2024-01-08,10115,Berlin,5000.0,Non-Bonus,14,EUR,136.69833333333335
2024-01-08,81539,München,5000.0,Non-Bonus,11,EUR,130.7675
2024-01-08,81539,München,5000.0,Non-Bonus,22,EUR,134.98083333333332
2024-01-08,81539,München,5000.0,Non-Bonus,32,EUR,138.635
2024-01-08,10115,Berlin,4500.0,Non-Bonus,27,EUR,129.03166666666667
2024-01-08,81539,München,4500.0,Non-Bonus,1,EUR,93.62333333333333
2024-01-08,81539,München,4500.0,Non-Bonus,17,EUR,121.37833333333333
2024-01-08,81539,München,4500.0,Non-Bonus,43,EUR,128.93583333333333
2024-01-08,10115,Berlin,1500.0,Non-Bonus,1,EUR,38.7525
2024-01-08,10115,Berlin,1500.0,Non-Bonus,6,EUR,46.58083333333334
2024-01-08,10115,Berlin,1500.0,Non-Bonus,31,EUR,50.237500000000004
2024-01-08,81539,München,1500.0,Non-Bonus,23,EUR,48.00333333333333
2024-01-08,81539,München,1500.0,Non-Bonus,32,EUR,49.626666666666665
2024-01-08,81539,München,1500.0,Non-Bonus,42,EUR,50.887499999999996
2024-01-08,10115,Berlin,1000.0,Non-Bonus,13,EUR,35.105
2024-01-08,10115,Berlin,2000.0,Non-Bonus,5,EUR,57.715
2024-01-08,81539,München,2000.0,Non-Bonus,24,EUR,60.31666666666666
2024-01-08,81539,München,2000.0,Non-Bonus,37,EUR,62.840833333333336
2024-01-08,81539,München,2000.0,Non-Bonus,42,EUR,63.61000000000001
2024-01-08,10115,Berlin,1000.0,Bonus,31,EUR,34.623333333333335
2024-01-08,10115,Berlin,1000.0,Bonus,41,EUR,36.225
2024-01-08,10115,Berlin,1000.0,Bonus,45,EUR,36.70166666666667
2024-01-08,10115,Berlin,1000.0,Bonus,49,EUR,36.94833333333333
2024-01-08,81539,München,1000.0,Bonus,1,EUR,29.468333333333334
2024-01-08,81539,München,1000.0,Bonus,3,EUR,29.489166666666666
2024-01-08,81539,München,1000.0,Bonus,29,EUR,34.06583333333334
2024-01-08,81539,München,1000.0,Bonus,43,EUR,35.935833333333335
2024-01-08,10115,Berlin,5000.0,Non-Bonus,8,EUR,133.79999999999998
2024-01-08,10115,Berlin,5000.0,Non-Bonus,11,EUR,134.0
2024-01-08,10115,Berlin,5000.0,Non-Bonus,23,EUR,140.48666666666665
2024-01-08,10115,Berlin,5000.0,Non-Bonus,26,EUR,142.20166666666668
2024-01-08,10115,Berlin,5000.0,Non-Bonus,41,EUR,145.035
2024-01-08,81539,München,5000.0,Non-Bonus,16,EUR,133.18083333333334
2024-01-08,81539,München,5000.0,Non-Bonus,39,EUR,140.785
2024-01-08,10115,Berlin,1500.0,Non-Bonus,23,EUR,49.91083333333333
2024-01-08,10115,Berlin,1500.0,Non-Bonus,36,EUR,50.403333333333336
2024-01-08,81539,München,1500.0,Non-Bonus,17,EUR,47.0
2024-01-08,81539,München,1500.0,Non-Bonus,33,EUR,49.824999999999996
2024-01-08,10115,Berlin,1000.0,Non-Bonus,14,EUR,35.345
2024-01-08,10115,Berlin,1000.0,Non-Bonus,27,EUR,37.02916666666667
2024-01-08,10115,Berlin,1000.0,Non-Bonus,36,EUR,37.583333333333336
2024-01-08,81539,München,1000.0,Non-Bonus,21,EUR,36.3675
2024-01-08,81539,München,1000.0,Non-Bonus,47,EUR,38.2325
2024-01-08,10115,Berlin,2000.0,Non-Bonus,13,EUR,60.306666666666665
2024-01-08,10115,Berlin,2000.0,Non-Bonus,14,EUR,60.317499999999995
2024-01-08,10115,Berlin,2000.0,Non-Bonus,46,EUR,65.02
2024-01-08,81539,München,2000.0,Non-Bonus,18,EUR,59.553333333333335
2024-01-08,81539,München,2000.0,Non-Bonus,27,EUR,60.3825
2024-01-08,81539,München,2000.0,Non-Bonus,38,EUR,63.05583333333333
2024-01-08,10115,Berlin,1000.0,Bonus,39,EUR,35.516666666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,17,EUR,137.27833333333334
2024-01-08,81539,München,5000.0,Non-Bonus,17,EUR,133.42416666666665
2024-01-08,81539,München,5000.0,Non-Bonus,29,EUR,138.28666666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,20,EUR,125.69416666666666
2024-01-08,10115,Berlin,4500.0,Non-Bonus,46,EUR,132.74583333333334
2024-01-08,81539,München,4500.0,Non-Bonus,41,EUR,128.0525
2024-01-08,10115,Berlin,1500.0,Non-Bonus,16,EUR,48.585
2024-01-08,10115,Berlin,1500.0,Non-Bonus,19,EUR,49.2125
2024-01-08,10115,Berlin,1500.0,Non-Bonus,24,EUR,49.9575
2024-01-08,10115,Berlin,1500.0,Non-Bonus,44,EUR,51.31916666666667
2024-01-08,10115,Berlin,1000.0,Non-Bonus,6,EUR,34.3075
2024-01-08,81539,München,1000.0,Non-Bonus,26,EUR,36.59666666666667
2024-01-08,81539,München,1000.0,Non-Bonus,27,EUR,36.62833333333334
2024-01-08,10115,Berlin,2000.0,Non-Bonus,8,EUR,59.501666666666665
2024-01-08,10115,Berlin,2000.0,Non-Bonus,22,EUR,62.00833333333333
2024-01-08,10115,Berlin,2000.0,Non-Bonus,48,EUR,65.28416666666666
2024-01-08,81539,München,2000.0,Non-Bonus,35,EUR,62.6775
2024-01-08,10115,Berlin,1000.0,Bonus,3,EUR,29.83583333333333
2024-01-08,10115,Berlin,1000.0,Bonus,7,EUR,29.879166666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,13,EUR,136.03916666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,19,EUR,137.91666666666666
2024-01-08,10115,Berlin,5000.0,Non-Bonus,21,EUR,139.44
2024-01-08,81539,München,5000.0,Non-Bonus,2,EUR,102.92166666666667
2024-01-08,81539,München,5000.0,Non-Bonus,20,EUR,134.38333333333333
